Códigos Padre,Código Servinte,Descripción Antigua,Código Nuevo Estándar,Nueva Estructura Estándar Semántico,Caracteres,Clasificación Del Artículo,MCE,Psicotrópico (S/N),Marcación Regulado (MER),vesicantes e irritantes,Registro INVIMA,Expediente,Consecutivo,CUM sin ceros,CUM con ceros,CUM sin ceros Formulado,PBS,VEN,ATC,Código UDM,descripción UDM,Cond. de Almacenamiento,MIPRES DCI,Alto riesgo,LASA,Gabinete,Nivel 1 Estándar Semántico,Validación CUM,Inventario 24052024,Observación Reunión Compras 20240524,Validación CUM,Validación con CUM Adjudicación,Principio Activo,Nombre ATC,Nombre Preciso,Concentración Estandarizada (por unidad minima comercial),Forma Farmacéutica,Marca Comercial,Titular de Registro,IMPORTADOR,FABRICANTE,Vía Administración,Descripción CUM
148058,148058,VITAMINA E 400 U.I.,1480580,VITAMINA (TOCOFEROL ALFA) E 4.00 UI CAPSULA BLANDA ORAL SIEGFRIED (AQUASEL),75,MEDICAMENTO,NO,N,N/A,,2019M-005778-R4,1983607,1,1983607-1,1983607-01,1983607-1,PBS,E,A11HA03,CA,CAPSULAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,S,TOCOFEROL (VITAMINA E) 400UI CAP BLAND,Activo,211,ok,1983607-1,VERDADERO,TOCOFEROL (VITAMINA E),TOCOFEROL (VIT E),,400U.I.,CAPSULA BLANDA,AQUASOL E,LABORATORIOS SIEGFRIED S.A.S.,#N/D,PROCAPS S.A.,ORAL,CAJA POR 30 CÃPSULAS BLANDAS DE GELATINA EN EMPAQUE INDIVIDUAL TIPO BLISTER ALUMINIO/PVDC PORSIN DATOCÃPSULAS
122018,122018,VORICONAZOL 200MG AMPOLLA (V-FEND),1220180,VORICONAZOL 200MG POLVO LIOFILIZADO A SOL INYECTABLE IV PFIZER CJ *1U (VFEND),77,MEDICAMENTO,NO,N,MER,,2019M-0003592-R2,19943917,1,19943917-1,19943917-01,19943917-1,PBS,V,J02AC03,VL,VIAL,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,S,VORICONAZOL 200MG POLV INY,Activo,35,ok,19943917-1,VERDADERO,VORICONAZOL,VORICONAZOL,,200mg,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,VFEND,PFIZER S.A.S.,PFIZER S.A.S.,PHARMACIA & UPJOHN COMPANY LLC,INTRAVENOSA,CAJA X VIAL DE VIDRIO TIPO I FLINT PARA TUBOS. TRANSPARENTE. INCOLORO. TAPÃ“N GRIS DE CLORO BUTIL ISOPRENO. CON 200 MG/ VIAL
122019,122019,VORICONAZOL 200MG,1220190,VORICONAZOL 200MG TABLETA RECUBIERTA ORAL PFIZER CJ *14U (VFEND),64,MEDICAMENTO,NO,N,MER,,2019M-0003340-R2,19943916,1,19943916-1,19943916-01,19943916-1,PBS,E,J02AC03,TB,TABLETAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,S,S,VORICONAZOL 200MG CAP / TAB / TAB REC,Activo,31,ok,19943916-1,VERDADERO,VORICONAZOL,VORICONAZOL,,200mg,TABLETA RECUBIERTA,VFEND,PFIZER S.A.S.,PFIZER S.A.S.,PFIZER ITALIA S.R.L,ORAL,BLISTER PVC TRANSPARENTE / ALUMINIO EN CAJA POR 14 TABLETAS
122020,122020,VORICONAZOL 50MG,1220200,VORICONAZOL 50MG TABLETA RECUBIERTA ORAL PFIZER CJ *4U (VFEND),62,MEDICAMENTO,NO,N,MER,,2019M-0003339-R2,19943915,2,19943915-2,19943915-02,19943915-2,PBS,E,J02AC03,TB,TABLETAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,S,N,VORICONAZOL 50MG CAP / TAB / TAB REC,Activo,32,ok,19943915-2,VERDADERO,VORICONAZOL,VORICONAZOL,,50mg,TABLETA RECUBIERTA,VFEND,PFIZER S.A.S.,PFIZER S.A.S.,PFIZER ITALIA S.R.L,ORAL,BLISTER PVC / ALUMINIO. EN CAJA POR 14 TABLETAS RECUBIERTAS.
157002,1570021,WARFARINA 5MG,1570021,WARFARINA SODICA 5MG TABLETA ORAL TECNOQUIMICAS,47,MEDICAMENTO,NO,N,N/A,,2020M-0012784-R1,20032093,13,20032093-13,20032093-13,20032093-13,PBS,E,B01AA03,TB,TABLETAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,S,N,S,WARFARINA 5MG CAP / TAB / TAB REC,Activo,243,ok,20032093-13,VERDADERO,WARFARINA SODICA,WARFARINA,,5mg,TABLETA,,TECNOFAR TQ (TECNOQUIMICAS) S.A.S,#N/D,TECNOQUIMICAS S.A. PLANTA JAMUNDI,ORAL,CAJA PLEGADIZA X 150 TABLETAS EN BLISTER ALU - ALU (COLDFORM OPA / ALU / PVC) X 10 TABLETAS CADA UNO. INCLUYE FOLLETO (INSERTO).
191009,191009,YODO-131 10 MCI CAPSULA,1910090,YODO 131 10MCI CAPSULA ORAL SELIG MAGISTRAL,43,RADIOFARMACO/MAGISTRAL,NO,N,N/A,,RADIOFARMACO/MAGISTR,N/A,N/A,N/A-N/A,N/A-N/A,N/A-N/A,PBS,N/A,N/A,CA,CAPSULAS,ALMACENAR A <30 GRADOS CENTIGRADOS,50822,N,N,N,YODO 131 10 MCI MAGISTRAL,RADIOFARMACO / MAGISTRAL,0,ok,N/A-N/A,VERDADERO,YODO 131,NO APLICA,,#N/D,CAPSULA BLANDA,,SELIG,#N/D,#N/D,ORAL,#N/D
191012,191012,YODO-131 15 MCI CAPSULA,1910120,YODO 131 15MCI CAPSULA ORAL SELIG MAGISTRAL,43,RADIOFARMACO/MAGISTRAL,NO,N,N/A,,RADIOFARMACO/MAGISTR,N/A,N/A,N/A-N/A,N/A-N/A,N/A-N/A,PBS,N/A,N/A,CA,CAPSULAS,ALMACENAR A <30 GRADOS CENTIGRADOS,50822,N,N,N,YODO 131 15 MCI MAGISTRAL,RADIOFARMACO / MAGISTRAL,0,ok,N/A-N/A,VERDADERO,YODO 131,NO APLICA,,#N/D,CAPSULA BLANDA,,SELIG,#N/D,#N/D,ORAL,#N/D
191008,191008,YODO-131 20 MCI CAPSULA,1910080,YODO 131 20MCI CAPSULA ORAL SELIG MAGISTRAL,43,RADIOFARMACO/MAGISTRAL,NO,N,N/A,,RADIOFARMACO/MAGISTR,N/A,N/A,N/A-N/A,N/A-N/A,N/A-N/A,PBS,N/A,N/A,CA,CAPSULAS,ALMACENAR A <30 GRADOS CENTIGRADOS,50822,N,N,N,YODO 131 20 MCI MAGISTRAL,RADIOFARMACO / MAGISTRAL,#N/D,ok,N/A-N/A,VERDADERO,YODO 131,NO APLICA,,#N/D,CAPSULA BLANDA,,SELIG,#N/D,#N/D,ORAL,#N/D
191014,191014,YODO-131 30 MCI CAPSULA,1910140,YODO 131 30MCI CAPSULA ORAL SELIG MAGISTRAL,43,RADIOFARMACO/MAGISTRAL,NO,N,N/A,,RADIOFARMACO/MAGISTR,N/A,N/A,N/A-N/A,N/A-N/A,N/A-N/A,PBS,N/A,N/A,CA,CAPSULAS,ALMACENAR A <30 GRADOS CENTIGRADOS,50822,N,N,N,YODO 131 30 MCI MAGISTRAL,RADIOFARMACO / MAGISTRAL,0,ok,N/A-N/A,VERDADERO,YODO 131,NO APLICA,,#N/D,CAPSULA BLANDA,,SELIG,#N/D,#N/D,ORAL,#N/D
1911010,1911040,YODO 131 40 MCI MAGISTRAL CAPSULA,1911040,YODO 131 40MCI CAPSULA ORAL COMCI MAGISTRAL,43,RADIOFARMACO/MAGISTRAL,NO,N,N/A,,RADIOFARMACO/MAGISTR,N/A,N/A,N/A-N/A,N/A-N/A,N/A-N/A,PBS,N/A,N/A,CA,CAPSULAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,N,YODO 131 40 MCI MAGISTRAL,RADIOFARMACO / MAGISTRAL,#N/D,ok,N/A-N/A,VERDADERO,YODO 131,NO APLICA,,#N/D,CAPSULA BLANDA,,COMCI,#N/D,#N/D,ORAL,#N/D
177412,177412,IODOPOVIDONA. 120ML SOLUCION TOPICA,1774120,YODOPOVIDONA 10G SOL TOPICA FCO *120ML PROASEPSIS (IOPOVISOL),61,MEDICAMENTO,NO,N,N/A,,2016M-0004919-R1,19960965,3,19960965-3,19960965-03,19960965-3,PBS,E,D08AG02,FR,FRASCO,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,S,YODOPOVIDONA 10% SOL TOP,Activo,106,ok,19960965-3,VERDADERO,YODOPOVIDONA,YODOPOVIDONA,,10g,SOLUCION TOPICA,IOPOVISOL,ASEPSIS PRODUCTS DE COLOMBIA,#N/D,ASEPSIS PRODUCTS DE COLOMBIA S.A.S. PROASEPSIS S.AS,TOPICA (EXTERNA),FRASCO EN PEAD POR 120ML
177413,177413,IODO POLVINIL PIRROL.* 60 ML (SOLUCION),1774130,YODOPOVIDONA 10G SOL TOPICA FCO *60ML PROASEPSIS (IOPOVISOL),60,MEDICAMENTO,NO,N,N/A,,2016M-0004919-R1,19960965,2,19960965-2,19960965-02,19960965-2,PBS,E,D08AG02,FR,FRASCO,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,S,YODOPOVIDONA 10% SOL TOP,Activo,343,ok,19960965-2,VERDADERO,YODOPOVIDONA,YODOPOVIDONA,,10g,SOLUCION TOPICA,IOPOVISOL,ASEPSIS PRODUCTS DE COLOMBIA,#N/D,ASEPSIS PRODUCTS DE COLOMBIA S.A.S. PROASEPSIS S.AS,TOPICA (EXTERNA),FRASCO EN PEAD POR 60ML
177410,177410,IODOPOVIDONA. 120ML ESP,1774100,YODOPOVIDONA 8G SOL TOPICA FCO *120ML PROASEPSIS (IOFOAM JABON QUIRURGICO),74,MEDICAMENTO,NO,N,N/A,,2016M-003802-R2,53412,4,53412-4,53412-04,53412-4,PBS,E,D08AG02,FR,FRASCO,ALMACENAR A <30 GRADOS CENTIGRADOS,50238,N,N,S,YODOPOVIDONA 8% JAB LIQ,Activo,131,ajustadon en excel para hora cero,53412-3,Actualizar Cum Negociacion 2024-2025,YODOPOVIDONA,YODOPOVIDONA,,8g,JABON LIQUIDO,IOFOAM JABON QUIRURGICO ESPUMA,ASEPSIS PRODUCTS DE COLOMBIA,#N/D,ASEPSIS PRODUCTS DE COLOMBIA S.A.S. PROASEPSIS S.AS,TOPICA (EXTERNA),FRASCO PEADSIN DATOX 120 ML
177411,177411,IODOPOVIDONA SOL TOPICA 60ML ESPUMA,1774110,YODOPOVIDONA 8G SOL TOPICA FCO *60ML PROASEPSIS (IOFOAM JABON QUIRURGICO),74,MEDICAMENTO,NO,N,N/A,,2016M-003802-R2,53412,3,53412-3,53412-03,53412-3,PBS,E,D08AG02,FR,FRASCO,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,S,YODOPOVIDONA 8% JAB LIQ,Activo,330,ajustadon en excel para hora cero,53412-4,Actualizar Cum Negociacion 2024-2025,YODOPOVIDONA,YODOPOVIDONA,,8g,JABON LIQUIDO,IOFOAM JABON QUIRURGICO ESPUMA,ASEPSIS PRODUCTS DE COLOMBIA,#N/D,ASEPSIS PRODUCTS DE COLOMBIA S.A.S. PROASEPSIS S.AS,TOPICA (EXTERNA),FRASCO PEADSIN DATOX 60 ML.
177026,177026,IODO POVIDONA BUCOFARINGEO (ISODINE BUCOFARINGEO),1770260,YODOPOVIDONA 400MG/5ML SOL BUCAL FCO *120ML BUSSIE (ISODINE BUCOFARINGEO),74,MEDICAMENTO,NO,N,N/A,,2020M-002443-R4,34644,5,34644-5,34644-05,34644-5,PBS,N/A,R02AA15,FR,FRASCO,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,N,YODOPOVIDONA 8% SOL BUC,Activo,#N/D,ok,#N/D,Medicamento sin negociacion vigente. Ningun proveedor lo cotizo,YODOPOVIDONA,YODOPOVIDONA,,0.8g,SOLUCION BUCOFARINGUEA,ISODINE BUCOFARINGEO,LABORATORIOS BUSSIE S.A.,#N/D,PHARMETIQUE S.A.,BUCAL,FRASCO PEAD BLANCO X 120 ML. CON TAPA EN PP BLANCO O AZUL. CON LINER EVA
184013,184013,ZIDOVUDINA 10MG ML SLN ORAL 240 ML,1840130,ZIDOVUDINA 50MG/5ML SOL ORAL FCO *240ML HUMAX,45,MEDICAMENTO,NO,N,N/A,,2007M-0007425,19974944,3,19974944-3,19974944-03,19974944-3,PBS,E,J05AF01,FR,FRASCO,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,S,N,ZIDOVUDINA 50MG/5ML(1%) JBE / SOL ORAL,Activo,#N/D,ok,19974944-3,VERDADERO,ZIDOVUDINA,ZIDOVUDINA,,1g,SOLUCION ORAL,,HUMAX PHARMACEUTICAL S.A.,#N/D,FARMATECH S.A.,ORAL,CAJA PLEGADIZA CON UN FRASCO PLÃSTICO PEAD PORSIN DATO240 ML MÃS TAPÃ“N EN PEBD. CON TAPA EN POLIPROPILENO Y JERINGA DOS
148062,1480621,ZINC SULFATO 10 MG 5ML SOL. ORAL,1480621,ZINC SULFATO 10MG/5ML SOL ORAL FCO *120ML LICOL (ZINC OLICOL),61,MEDICAMENTO,NO,N,N/A,,2015M-0011287-R1,20011479,2,20011479-2,20011479-02,20011479-2,PBS,E,A12CB01,FR,FRASCO,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,N,ZINC SULFATO 10MG/5ML(0.2%) JBE / SOL ORAL,Activo,89,ok,20011479-2,VERDADERO,SULFATO DE ZINC,ZINC SULFATO,,200mg,SOLUCION ORAL,ZINC-OLICOL,LABORATORIOS LICOL S.A.S.,#N/D,LABORATORIOS LICOL S.A.S.,ORAL,CAJA CON UN FRASCO PET AMBAR POR 120ML. CON TAPA DE POLIPROPILENO VERDE Y CUCHARA DOSIFICADORA.
148062,148062,ZINC SULFATO 10 MG 5ML SOL. ORAL,1480620,ZINC SULFATO 10MG/5ML SOL ORAL FCO *80ML HUMAX (SULZINC),56,MEDICAMENTO,NO,N,N/A,,2023M-0010287-R1,20010881,1,20010881-1,20010881-01,20010881-1,PBS,E,A12CB01,FR,FRASCO,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,S,ZINC SULFATO 10MG/5ML(0.2%) JBE / SOL ORAL,Activo,14,ok,20010881-1,VERDADERO,SULFATO DE ZINC,ZINC SULFATO,,549mg,SOLUCION ORAL,SULZINC,HUMAX PHARMACEUTICAL S.A.,#N/D,FARMATECH S.A.,ORAL,FRASCOSIN DATOPET ÃMBAR PLÃSTICO POR 80 ML CON TAPA DE SEGURIDAD EN CAJA PLEGADIZA POR UN FRASCO MÃS JERINGA DOSIFICADORA DE 10 ML
162018,162018,ZOLPIDEM HEMITARTRATO 10MG,1620180,ZOLPIDEM HEMITARTRATO 10MG TABLETA RECUBIERTA ORAL HUMAX,56,MEDICAMENTO,SI,N,N/A,,2022M-0007701-R1,19982431,2,19982431-2,19982431-02,19982431-2,PBS,E,N05CF02,TB,TABLETAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,S,N,N,ZOLPIDEM 10MG CAP / TAB / TAB REC,Activo,40,ajustadon en excel para hora cero,19982431-2,Cum Negociado columna AI. Actualizar SERVINTE. CUM de Base Excel OK,ZOLPIDEM HEMITARTRATO,ZOLPIDEM,,10mg,TABLETA RECUBIERTA,,HUMAX PHARMACEUTICAL S.A.,#N/D,FARMATECH S.A.,ORAL,CAJA X 30 TABLETAS RECUBIERTAS EN BLISTER PVC/ALUMINIO
162018,1620181,ZOLPIDEM HEMITARTRATO 10MG,1620181,ZOLPIDEM HEMITARTRATO 10MG TABLETA RECUBIERTA ORAL TECNOQUIMICAS,64,MEDICAMENTO,SI,N,N/A,,2018M-0001121-R2,19927197,3,19927197-3,19927197-03,19927197-3,PBS,E,N05CF02,TB,TABLETAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,S,N,N,ZOLPIDEM 10MG CAP / TAB / TAB REC,Activo,#N/D,ok,#N/D,Medicamento sin negociacion vigente. Ningun proveedor lo cotizo,ZOLPIDEM HEMITARTRATO,ZOLPIDEM,,10mg,TABLETA RECUBIERTA,,TECNOFAR TQ (TECNOQUIMICAS) S.A.S,#N/D,TECNOQUIMICAS S.A. PLANTA JAMUNDI,ORAL,CAJA PLEGADIZA POR 30 TABLETAS RECUBIERTAS EN BLÃSTER DE PVC/ALUMINIO POR 10 TABLETAS RECUBIERTAS CADA UNO.
100000,1000000,LIDOCAINA /EPINEFRINA 20MG/5MCG SLN INYECTABLE VIAL* 20ML ROXICAINA 2% ROPSOHN THERAPEUTICS CJ*1 U,1000000,LIDOCAINA 20MG/EPINEFRINA 5MCG SOL INYECTABLE IV VIAL *20ML ROPSOHN (ROXICAINA 2%),82,MEDICAMENTO,NO,N,N/A,,2023M-0021154,20263958,3,20263958-3,20263958-03,20263958-3,PBS,N/A,N01BB52,VL,VIAL,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,S,LIDOCAINA CON ADRENALINA (EPINEFRINA) 2%+1:200000 SOL INY,Activo,45,ok,20263958-3,VERDADERO,LIDOCAINA+ADRENALINA,LIDOCAINA COMBINACIONES,,5Ã¦g,SOLUCION INYECTABLE,ROXICAINA,ROPSOHN THERAPEUTICS S.A.S.,#N/D,ROPSOHN LABORATORIOS S.A.S. (PLANTA DE INYECTABLES),INTRADERMAL,FRASCO VIAL DE VIDRIO TIPO I X 20 ML. CON TAPÃ“N DE CAUCHO GRIS DE BROMOBUTILO. AGRAFE DE ALUMINIO Y TAPA PLÃSTICA. ETIQUETA AUTOADHESIVA COMERCIAL EN ESTUCHE DE CARTÃ“N LITOGRAFIADO E INSERTO ADJUNTO.
100001,1000010,LIDOCAINA /EPINEFRINA 20MG/5MCG SLN INYECTABLE VIAL* 50ML ROXICAINA 2% ROPSOHN THERAPEUTICS CJ*1 U,1000010,LIDOCAINA 20MG/EPINEFRINA 5MCG SOL INYECTABLE IV VIAL *50ML ROPSOHN (ROXICAINA 2%),82,MEDICAMENTO,NO,N,N/A,,2023M-0021154,20263958,1,20263958-1,20263958-01,20263958-1,PBS,N/A,N01BB52,VL,VIAL,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,S,LIDOCAINA CON ADRENALINA (EPINEFRINA) 2%+1:200000 SOL INY,Activo,#N/D,ok,20263958-1,VERDADERO,LIDOCAINA+ADRENALINA,LIDOCAINA COMBINACIONES,,5Ã¦g,SOLUCION INYECTABLE,ROXICAINA,ROPSOHN THERAPEUTICS S.A.S.,#N/D,ROPSOHN LABORATORIOS S.A.S. (PLANTA DE INYECTABLES),PERINEURAL,FRASCO VIAL DE VIDRIO TIPO I X 50 ML. CON TAPÃ“N DE CAUCHO GRIS DE BROMOBUTILO. AGRAFE DE ALUMINIO Y TAPA PLÃSTICA. ETIQUETA AUTOADHESIVA COMERCIAL EN ESTUCHE DE CARTÃ“N LITOGRAFIADO E INSERTO ADJUNTO.
1911060,1911060,PERTECNETATO DE SODIO 1 MCI SLN INYECTABLE,1911060,PERTECNETATO DE SODIO 1MCI SOL INYECTABLE IV SELIG MAGISTRAL,60,RADIOFARMACO/MAGISTRAL,NO,N,N/A,,RADIOFARMACO/MAGISTR,N/A,N/A,N/A-N/A,N/A-N/A,N/A-N/A,PBS,N/A,N/A,VL,VIAL,ALMACENAR A <30 GRADOS CENTIGRADOS,50411,N,N,N,PERTECNETATO DE SODIO 1 MCI SLOL INY,RADIOFARMACO / MAGISTRAL,0,ok,N/A-N/A,VERDADERO,PERTECNETATO DE SODIO,NO APLICA,,#N/D,SOLUCION INYECTABLE,,SELIG,#N/D,#N/D,INTRAVENOSA,#N/D
1910280,1910280,DTPA 1 MCI SLN INYECTABLE MAGISTRAL,1910280,DTPA 1MCI SOL INYECTABLE IV SELIG MAGISTRAL,43,RADIOFARMACO/MAGISTRAL,NO,N,N/A,,RADIOFARMACO/MAGISTR,N/A,N/A,N/A-N/A,N/A-N/A,N/A-N/A,PBS,N/A,N/A,DS,DOSIS,ALMACENAR A <30 GRADOS CENTIGRADOS,50827,N,N,N,DTPA 1 MCI SOL INY MAGISTRAL,RADIOFARMACO / MAGISTRAL,#N/D,ok,N/A-N/A,VERDADERO,DTPA,NO APLICA,,#N/D,SOLUCION INYECTABLE,,SELIG,#N/D,#N/D,INTRAVENOSA,#N/D
130060,1300604,CITARABINA 500MG/10ML POLVO PARA RECONSTITUIR VIAL*10 ML CYRABOL ALPHARMA CJ*1 U,1300604,CITARABINA 50MG/1ML POLVO PARA RECONSTITUIR IV VIAL *10ML ALPHARMA CJ *1U (CYRABOL),83,MEDICAMENTO,NO,N,MER,,VITAL NO DISPONIBLE,N/A,N/A,N/A-N/A,N/A-N/A,N/A-N/A,PBS,N/A,N/A,VL,VIAL,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,N,CITARABINA 500MG/10ML(50MG/ML) SOL INY,1C1038531000100,65,ok,1C1038531000100,VERDADERO,CITARABINA,NO APLICA,,#N/D,POLVO ESTERIL PARA RECONSTITUIR A SOLUCION INYECTABLE,,ALPHARMA,#N/D,#N/D,INTRAVENOSA,#N/D
133011,1330111,ENALAPRIL MALEATO 5MG TABLETA ORAL TECNOQUIMICAS,1330111,ENALAPRIL MALEATO 5MG TABLETA ORAL TECNOQUIMICAS,48,MEDICAMENTO,NO,N,N/A,,2022M-011529-R3,36124,1,36124-1,36124-01,36124-1,PBS,N/A,C09AA02,TB,TABLETAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,S,ENALAPRIL 5MG CAP / TAB / TAB REC,Activo,#N/D,ok,36124-3,VERDADERO,ENALAPRIL MALEATO,ENALAPRIL,,5mg,TABLETA,,TECNOFAR TQ (TECNOQUIMICAS) S.A.S,#N/D,TECNOQUIMICAS S.A. PLANTA JAMUNDI,ORAL,CAJA PLEGADIZA POR 50 TABLETAS EN BLISTER ALUMINIO/ALUMINIO
155006,1550061,TIZANIDINA 2 MG TABLETA ORAL AMERICAN GENERICS,1550061,TIZANIDINA 2MG TABLETA ORAL AMERICAN GENERICS,45,MEDICAMENTO,NO,N,N/A,,2023M-0008840-R2,19994060,2,19994060-2,19994060-02,19994060-2,PBS,N/A,M03BX02,TB,TABLETAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,S,TIZANIDINA 2MG CAP / TAB / TAB REC,Activo,0,ok,19994060-2,VERDADERO,TIZANIDINA,TIZANIDINA,,2mg,TABLETA,,AMERICAN GENERICS,#N/D,LABORATORIO FRANCO COLOMBIANO - LAFRANCOL S.A.S.,ORAL,CAJA POR 20 TABLETAS EN BLISTER DE PVC INCOLORO/ALUMINIO POR 10 TABLETAS
190013,1900131,BASILIXIMAB 20 MG (SIMULECT),1900131,BASILIXIMAB 20MG POLVO LIOFILIZADO A SOL INYECTABLE IV NOVARTIS CJ *1U (SIMULECT),81,MEDICAMENTO,NO,N,MER,,2022MBT-12860-R2,229421,3,229421-3,229421-03,229421-3,PBS,N/A,L04AC02,VL,VIAL,ALMACENAR DE 2 A 8 GRADOS CENTIGRADOS,0,N,N,N,BASILIXIMAB 20MG POLV INY,Activo,0,ok,229421-3,VERDADERO,BASILIXIMAB,BASILIXIMAB,,20mg,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,SIMULECT,NOVARTIS PHARMA A.G.,NOVARTIS DE COLOMBIA S.A.,NOVARTIS PHARMA STEIN A.G.,INFUSION INTRAVENOSA,CAJA POR 1 VIAL DE VIDRIO INCOLORO TIPO I POR 20 MG DE POLVO LIOFILIZADO + 1 AMPOLLA DE VIDRIO DE DISOLVENTE X 5 ML.
161060,1610600,BRIVARACETAM 25MG TABLETA REC ORAL CJ*28 U UCB PHARMA S.A. (BRIVIACT),1610600,BRIVARACETAM 25MG TABLETA REC ORAL CJ *28U UCB (BRIVIACT),57,MEDICAMENTO,NO,N,MER,,2019M-0019366,20149182,1,20149182-1,20149182-01,20149182-1,PBS,N/A,N03AX23,TB,TABLETAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,N,BRIVARACETAM 25MG CAP / TAB / TAB REC,Activo,26,ok,20149182-1,VERDADERO,BRIVARACETAM,BRIVARACETAM,,25mg,COMPRIMIDO,BRIVIACT,UCB PHARMA S.A.,LABORATORIOS BIOPAS S.A.,UCB PHARMA S.A,ORAL,1B1030931000100 CAJA DE CARTÃ“N CON BLISTER EN PVC/PCTFE/AL EN FOIL DE AL POR 28 COMPRIMIDOS RECUBIERTOS
161070,1610700,BRIVARACETAM 50MG TABLETA REC ORAL CJ*28 U UCB PHARMA S.A. (BRIVIACT),1610700,BRIVARACETAM 50MG TABLETA REC ORAL CJ *28U UCB (BRIVIACT),57,MEDICAMENTO,NO,N,MER,,2019M-0019388,20149183,1,20149183-1,20149183-01,20149183-1,PBS,N/A,N03AX23,TB,TABLETAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,N,BRIVARACETAM 50MG CAP / TAB / TAB REC,Activo,16,ok,20149183-1,VERDADERO,BRIVARACETAM,BRIVARACETAM,,50mg,TABLETA,BRIVIACT,UCB PHARMA S.A.,LABORATORIOS BIOPAS S.A.,UCB PHARMA S.A,ORAL,1B1029421000100 CAJA DE CARTÃ“N CON BLISTER EN PVC/PCTFE/AL EN FOIL DE AL POR 28 TABLETAS RECUBIERTAS (COMPRIMIDO RECUBUERTO
160006,1600066,PROPOFOL 1% EMULSION INYECTABLE IV VIAL *20ML BAXTER PHARMACEUTICALS (SPIVA),1600066,PROPOFOL 1% EMULSION INYECTABLE IV VIAL *20ML BAXTER (SPIVA),60,MEDICAMENTO,NO,N,N/A,,2020M-0010465-R1,20007502,4,20007502-4,20007502-04,20007502-4,PBS,N/A,N01AX10,VL,VIAL,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,S,PROPOFOL 200MG/20ML(1%) EMUL INY,Activo,1909,ok,20007502-4,VERDADERO,PROPOFOL,PROPOFOL,,10mg,EMULSION INYECTABLE,SPIVA MCT - LCT,BAXTER,LABORATORIOS BAXTER S.A.,BAXTER PHARMACEUTICALS INDIA PRIVATE LIMITED,INTRAVENOSA,CAJA PLEGADIZA CONTENIENDO 5 VIALES DE VIDRIO TRANSPARENTE TIPO II CON TAPÃ“N DE CAUCHO Y TAPA TIPO FLIP OFF POR 20ML CADA UNO
123019,1230191,NITAZOXANIDA 500MG TABLETA RECUBIERTA ORAL SIEGFRIED S.A.S (MIXEL),1230191,NITAZOXANIDA 500MG TABLETA RECUBIERTA ORAL SIEGFRIED (MIXEL),60,MEDICAMENTO,NO,N,N/A,,2020M-0005803-R1,19965549,12,19965549-12,19965549-12,19965549-12,PBS,N/A,P01AX11,TB,TABLETAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,N,NITAZOXANIDA 500MG CAP / TAB / TAB REC,Activo,12,ok,19965549-12,VERDADERO,NITAZOXANIDA,NITAZOXANIDA,,500mg,TABLETA RECUBIERTA,MIXEL,LABORATORIOS SIEGFRIED S.A.S.,#N/D,LABORATORIOS SIEGFRIED S.A.S,ORAL,CAJA POR 6 TABLETAS EN ALUFOIL IMPRESO
